epoch,global_step,step,tmp_loss,tmp_ppl,mean_loss,mean_ppl,n_token_real,n_token_total,epoch_time
1,2,3,5.558298110961914,265.8744201660156,5.397205591201782,227.58087921142578,20435,20480,1.0430946350097656
1,3,5,5.247074604034424,190.00970458984375,5.281417727470398,201.65494537353516,40915,40960,1.6266331672668457
1,4,7,5.146008491516113,171.74459838867188,5.177024443944295,186.26935831705728,52688,53376,2.115100145339966
1,5,9,6.113129138946533,1777.4429931640625,5.287277162075043,382.83205223083496,72857,73856,2.7326080799102783
1,6,11,5.8606343269348145,849.0392456054688,5.268718194961548,401.9431037902832,84496,86592,3.2170300483703613
1,7,13,5.919899940490723,467.17535400390625,5.311297456423442,387.9473463694255,104843,107072,3.840955972671509
1,8,15,5.085762977600098,160.91563415527344,5.266566378729684,354.446467263358,118152,121216,4.354759931564331
1,9,17,5.070854187011719,159.3104248046875,5.24039089679718,329.79458475112915,138625,141696,4.966803312301636
1,10,19,5.295694828033447,199.05706787109375,5.231367879443699,313.71632851494684,149365,153024,5.423126697540283
1,11,21,5.0489420890808105,155.85755920410156,5.212934947013855,297.91979789733887,169823,173504,6.049261093139648
1,12,23,4.82473087310791,134.66677856445312,5.158228722485629,281.65311258489436,175588,180736,6.468703508377075
1,13,25,4.825531482696533,124.65264892578125,5.13258155186971,268.85128625233966,196034,201216,7.098938941955566
1,14,27,4.901845932006836,134.53790283203125,5.118430100954496,259.35185857919544,216391,221696,7.726361274719238
1,15,29,5.404016017913818,427.52386474609375,5.111669676644461,260.4571465083531,226816,232960,8.200681686401367
1,16,31,4.372560501098633,86.13850402832031,5.079992485046387,250.4903251647949,239264,246272,8.720119953155518
1,17,33,4.735368728637695,113.86961364746094,5.054351016879082,242.01049208641052,256015,264384,9.281150102615356
1,18,35,4.606282711029053,99.91272735595703,5.024492179646211,233.33895739387063,276485,284864,9.873228549957275
1,19,37,4.557561874389648,95.35071563720703,4.99091014597151,225.38120693630643,291777,301312,10.451441287994385
1,20,39,4.371112823486328,79.1789779663086,4.9506133104625505,217.52015184101305,304597,315136,10.991851568222046
1,21,41,4.468379020690918,87.78927612304688,4.926057147979736,210.9780361175537,325039,335616,11.599586725234985
1,22,43,4.188162326812744,78.38169860839844,4.900850193841117,205.2667339869908,340389,352320,12.16532588005066
1,23,45,3.8634018898010254,55.47537612915039,4.867210648276589,199.15433528206566,352244,365056,12.67381763458252
1,24,47,4.560739994049072,96.48259735107422,4.846001075661701,194.2245112709377,365919,379584,13.21997618675232
1,25,49,3.9294140338897705,64.33314514160156,4.823144758741061,189.68754935264587,379224,393984,13.768028497695923
1,26,51,4.06824254989624,58.47792434692383,4.805942006111145,185.6635186767578,399642,414464,14.398684978485107
1,27,53,4.227646827697754,68.55062103271484,4.780255661560939,181.522917674138,410043,425152,14.854879379272461
1,28,55,4.216462135314941,66.7403335571289,4.753312362564935,177.01020777667011,427219,443392,15.44419264793396
1,29,57,3.9836230278015137,59.16304016113281,4.729247037853513,172.9067222731454,443293,460672,16.03096294403076
1,30,59,4.1404900550842285,73.50057220458984,4.699769085851209,168.9653886597732,450415,469184,16.459669589996338
1,31,61,3.7384707927703857,52.037933349609375,4.672258214155833,165.11995754241943,462690,482176,16.9737548828125
1,32,63,4.414070129394531,82.79412078857422,4.655853709866924,162.1438475578062,478478,499264,17.54522204399109
1,33,65,3.725829601287842,42.75423049926758,4.629995983093977,158.53902983665466,494245,515904,18.119342803955078
1,34,67,3.771204948425293,43.95545959472656,4.606114037109144,155.25489385200268,511762,534656,18.733580589294434
1,35,69,3.9424140453338623,51.54286193847656,4.5899450498468735,152.4160551744349,532185,555136,19.365906715393066
1,36,71,3.7000813484191895,43.6147575378418,4.572253268105643,149.71538282121932,548760,572736,19.954328298568726
1,37,73,4.583560943603516,140.0442352294922,4.566743009620243,148.42542139689127,569020,593216,20.58341336250305
1,38,75,3.949655771255493,51.6555290222168,4.546988235937582,145.71033086003484,583435,608512,21.13566541671753
1,39,77,3.8181354999542236,47.70663833618164,4.526089247904326,143.02946989159835,603856,628992,21.75638699531555
